word,J,E,P,R,Genesis,Exodus,Leviticus,Numbers,Deuteronomy
ליששכר,0,0,1,0,0,0,0,1,0
נתנאל,0,0,5,0,0,0,0,5,0
לזבולן,0,0,1,0,0,0,0,1,0
אליאב,1,0,6,1,0,0,0,9,1
חלן,0,0,4,0,0,0,0,4,0
אלישמע,0,0,5,0,0,0,0,5,0
עמיהוד,0,0,7,0,0,0,0,7,0
למנשה,0,0,1,0,0,0,0,1,0
גמליאל,0,0,5,0,0,0,0,5,0
פדהצור,0,0,2,0,0,0,0,2,0
לבנימן,0,0,1,0,0,0,0,1,1
אבידן,0,0,5,0,0,0,0,5,0
גדעני,0,0,4,0,0,0,0,4,0
לדן,0,0,1,0,0,0,0,1,0
אחיעזר,0,0,5,0,0,0,0,5,0
עמישדי,0,0,5,0,0,0,0,5,0
פגעיאל,0,0,5,0,0,0,0,5,0
עכרן,0,0,5,0,0,0,0,5,0
לגד,0,0,1,0,0,0,0,1,0
אליסף,0,0,6,0,0,0,0,6,0
דעואל,0,0,4,0,0,0,0,4,0
לנפתלי,0,0,1,0,0,0,0,1,0
אחירע,0,0,5,0,0,0,0,5,0
עינן,0,0,7,0,0,0,0,7,0
מטות,0,0,6,0,0,0,0,6,0
אבותם,0,0,2,0,0,0,0,2,0
נקבו,0,0,1,0,0,0,0,1,0
בשמות,0,0,1,0,0,0,0,1,0
הקהילו,0,0,1,0,0,0,0,1,1
ויתילדו,0,0,1,0,0,0,0,1,0
משפחתם,0,0,1,0,0,0,0,1,0
ויפקדם,0,0,1,0,0,0,0,1,0
תולדתם,0,0,12,0,0,0,0,12,0
פקדיהם,0,0,20,0,0,0,0,20,0
פקדיו,0,0,2,0,0,0,0,2,0
תשעה,0,0,2,1,0,0,0,3,0
ונשיאי,0,0,3,0,0,0,0,3,0
והלוים,0,0,4,0,0,0,0,4,0
התפקדו,0,0,3,0,0,0,0,3,0
תפקד,0,0,4,0,0,0,0,4,0
ראשם,0,0,1,0,0,0,0,1,0
ישרתהו,0,0,1,0,0,0,0,1,0
וסביב,0,0,1,0,0,0,0,1,0
יחנו,0,0,8,6,0,0,0,14,0
ובנסע,0,0,1,0,0,0,0,1,0
יורידו,0,0,1,0,0,0,0,1,0
ובחנת,0,0,1,0,0,0,0,1,0
יקימו,0,0,1,0,0,0,0,1,0
והזר,0,0,4,0,0,0,0,4,0
וחנו,0,0,1,0,0,0,0,1,0
מחנהו,0,0,1,0,0,0,0,1,0
דגלו,0,0,2,0,0,0,0,2,0
באתת,0,0,1,0,0,0,0,1,1
והחנים,0,0,4,0,0,0,0,4,0
דגל,0,0,8,0,0,0,0,8,0
וצבאו,0,0,12,0,0,0,0,12,0
ופקדיהם,0,0,13,0,0,0,0,13,0
ופקדיו,0,0,4,0,0,0,0,4,0
והחונם,0,0,1,0,0,0,0,1,0
צורי,0,0,2,0,0,0,0,2,0
ונסע,0,0,4,0,0,0,0,4,2
המחנת,0,0,3,0,0,0,0,3,0
לדגליהם,0,0,3,0,0,0,0,3,0
ועליו,0,0,1,0,0,0,0,1,0
ושמנת,0,0,1,0,0,0,0,1,0
לאחרנה,0,0,1,0,0,0,0,1,0
למשפחתיו,0,1,1,0,0,0,0,2,0
המשחים,0,0,1,0,0,0,0,1,0
בהקרבם,0,0,1,0,0,0,0,1,0
ובנים,0,0,2,0,0,0,0,2,1
ויכהן,0,0,1,0,0,0,0,1,1
והעמדת,0,0,3,0,0,0,0,3,0
ושרתו,0,0,1,0,0,0,0,1,0
משמרתו,0,0,1,0,0,0,0,1,1
נתונם,0,0,2,0,0,0,0,2,0
כהנתם,0,0,1,0,0,0,0,1,0
הכתי,0,0,2,0,0,0,0,2,0
הקדשתי,0,0,2,0,0,0,0,2,0
תפקדם,0,0,2,0,0,0,0,2,0
לגרשון,0,0,2,0,0,0,0,2,0
הלבני,0,0,2,0,0,0,0,2,0
ומשפחת,0,0,5,0,0,0,0,5,0
השמעי,0,0,1,0,0,0,0,1,0
הגרשני,0,0,6,0,0,0,0,6,0
לגרשני,0,0,1,0,0,0,0,1,0
ומשמרת,0,0,2,0,0,0,0,2,0
והאהל,0,0,1,0,0,0,0,1,0
וקלעי,0,0,1,0,0,0,0,1,0
ולקהת,0,0,1,0,0,0,0,1,0
העמרמי,0,0,1,0,0,0,0,1,0
היצהרי,0,0,1,0,0,0,0,1,0
החברני,0,0,2,0,0,0,0,2,0
העזיאלי,0,0,1,0,0,0,0,1,0
הקהתי,0,0,6,0,0,0,0,6,0
שמרי,0,0,4,0,0,0,0,4,0
למשפחת,0,0,5,0,0,0,0,5,0
אליצפן,0,0,2,0,0,0,0,2,0
ומשמרתם,0,0,2,0,0,0,0,2,0
והמנרה,0,0,1,0,0,0,0,1,0
והמזבחת,0,0,1,0,0,0,0,1,0
ישרתו,0,0,4,0,0,0,0,4,0
והמסך,0,0,1,0,0,0,0,1,0
פקדת,0,0,2,0,0,0,0,2,0
למררי,0,0,2,0,0,0,0,2,0
המחלי,0,0,2,0,0,0,0,2,0
המושי,0,0,2,0,0,0,0,2,0
צוריאל,0,0,1,0,0,0,0,1,0
אביחיל,0,0,1,0,0,0,0,1,0
ופקדת,1,0,2,0,0,0,0,3,0
ובריחיו,0,0,2,0,0,0,0,2,0
ועמדי,0,0,1,0,0,0,0,1,0
ויתדתם,0,0,2,0,0,0,0,2,0
ומיתריהם,0,0,2,0,0,0,0,2,0
ושא,0,0,1,0,0,0,0,1,1
בהמת,0,0,2,0,0,0,0,2,0
בבהמת,0,0,1,0,0,0,0,1,0
פדויי,0,0,3,0,0,0,0,3,0
השלשה,0,0,1,0,0,0,0,1,0
והשבעים,0,0,1,0,0,0,0,1,0
והמאתים,0,0,1,0,0,0,0,1,0
העדפים,0,0,3,0,0,0,0,3,0
חמשת,0,0,4,0,0,0,0,4,0
הפדיום,0,0,1,0,0,0,0,1,0
הפדים,0,0,1,0,0,0,0,1,0
לצבא,0,0,13,0,0,0,0,13,0
בנסע,1,0,2,0,0,0,0,3,0
והורדו,0,0,1,0,0,0,0,1,1
וכסו,0,0,5,0,0,0,0,5,0
כסוי,0,0,2,0,0,0,0,2,0
יפרשו,0,0,2,0,0,0,0,2,0
הקערת,0,0,1,0,0,0,0,1,0
הכפת,0,0,1,0,0,0,0,1,0
המנקית,0,0,1,0,0,0,0,1,0
הנסך,0,0,1,0,0,0,0,1,0
התמיד,0,0,2,15,0,0,0,17,0
במכסה,0,0,3,0,0,0,0,3,0
מלקחיה,0,0,1,0,0,0,0,1,0
מחתתיה,0,0,1,0,0,0,0,1,0
המוט,0,0,2,0,0,0,0,2,0
השרת,0,0,1,0,0,0,0,1,0
ודשנו,0,0,1,0,0,0,0,1,0
ארגמן,0,0,1,0,0,0,0,1,0
לכסת,0,0,1,0,0,0,0,1,0
יגעו,0,0,1,0,0,0,0,1,0
משא,0,1,2,0,0,0,0,3,0
וקטרת,0,0,1,0,0,0,0,1,0
ובכליו,0,0,1,0,0,0,0,1,0
תכריתו,0,0,1,0,0,0,0,1,0
כבלע,0,0,1,0,0,0,0,1,0
ולמשא,0,0,1,0,0,0,0,1,0
התחש,0,0,1,0,0,0,0,1,0
משאם,0,0,4,0,0,0,0,4,0
ופקדתם,0,0,1,0,0,0,0,1,0
במשמרת,0,0,1,0,0,0,0,1,0
ועמודיו,0,0,1,0,0,0,0,1,0
ועמודי,0,0,1,0,0,0,0,1,0
ופקודי,0,0,2,0,0,0,0,2,0
למשפחותם,0,0,1,0,0,0,0,1,0
מזכר,0,0,1,0,0,0,0,1,0
תשלחום,0,0,1,0,0,0,0,1,0
יטמאו,0,0,1,0,0,0,0,1,0
מחניהם,0,0,1,0,0,0,0,1,0
למעל,0,0,1,0,0,0,0,1,0
ואשמה,0,0,1,0,0,0,0,1,0
וחמישתו,0,0,1,0,0,0,0,1,0
להשיב,0,0,1,0,0,0,0,1,0
קדשיו,0,0,1,0,0,0,0,1,1
תשטה,0,0,2,0,0,0,0,2,0
ונסתרה,0,0,1,0,0,0,0,1,0
נטמאה,0,0,5,0,0,0,0,5,0
נתפשה,0,0,1,0,0,0,0,1,0
קנאה,0,0,3,0,0,0,0,3,0
וקנא,0,0,3,0,0,0,0,3,0
קנאת,0,0,2,0,0,0,0,2,0
מזכרת,0,0,1,0,0,0,0,1,0
והעמדה,0,0,1,0,0,0,0,1,0
בקרקע,0,0,1,0,0,0,0,1,0
ופרע,0,0,1,0,0,0,0,1,0
כפיה,0,0,1,0,0,0,0,1,0
הזכרון,0,0,1,0,0,0,0,1,0
המרים,0,0,5,0,0,0,0,5,0
המאררים,0,0,6,0,0,0,0,6,0
והשביע,0,0,2,0,0,0,0,2,0
שטית,0,0,2,0,0,0,0,2,0
הנקי,0,0,1,0,0,0,0,1,2
נטמאת,0,0,1,0,0,0,0,1,0
מבלעדי,0,0,1,0,0,0,0,1,0
בשבעת,0,0,1,0,0,0,0,1,0
ולשבעה,0,0,1,0,0,0,0,1,0
ירכך,0,0,1,0,0,0,0,1,0
בטנך,0,0,1,0,0,0,0,1,6
צבה,0,0,1,0,0,0,0,1,0
במעיך,0,0,1,0,0,0,0,1,0
לצבות,0,0,1,0,0,0,0,1,0
ולנפל,0,0,1,0,0,0,0,1,0
אמן,0,0,2,0,0,0,0,2,13
וכתב,0,0,1,0,0,0,0,1,3
האלת,0,0,1,0,0,0,0,1,0
ומחה,0,0,2,0,0,0,0,2,1
למרים,0,0,2,0,0,0,0,2,1
הקנאת,0,0,2,0,0,0,0,2,0
ישקה,0,0,1,0,0,0,0,1,0
ותמעל,0,0,1,0,0,0,0,1,0
באישה,0,0,1,0,0,0,0,1,0
וצבתה,0,0,1,0,0,0,0,1,0
בטנה,0,0,1,0,0,0,0,1,0
ונפלה,0,0,1,0,0,0,0,1,0
ונקתה,0,0,1,0,0,0,0,1,0
ונזרעה,0,0,1,0,0,0,0,1,0
ונטמאה,0,0,1,0,0,0,0,1,0
מעון,0,0,2,0,0,0,0,2,0
והאשה,0,0,1,0,0,0,0,1,1
לנדר,0,0,1,0,0,0,0,1,1
להזיר,0,0,1,0,0,0,0,1,0
יזיר,0,0,2,0,0,0,0,2,0
וחמץ,0,0,1,0,0,0,0,1,0
משרת,0,1,1,0,0,0,0,2,0
וענבים,0,0,1,0,0,0,0,1,0
לחים,0,0,1,0,0,0,0,1,0
ויבשים,0,0,1,0,0,0,0,1,0
נזרו,0,0,12,0,0,0,0,12,0
מגפן,0,0,1,0,0,0,0,1,1
מחרצנים,0,0,1,0,0,0,0,1,0
זג,0,0,1,0,0,0,0,1,0
תער,0,0,2,0,0,0,0,2,0
הזירו,0,0,1,0,0,0,0,1,0
בפתע,0,0,2,0,0,0,0,2,0
פתאם,0,1,1,0,0,0,0,2,0
יגלחנו,0,0,1,0,0,0,0,1,0
והזיר,0,0,1,0,0,0,0,1,0
והימים,1,0,1,0,0,0,0,2,1
יפלו,0,0,3,0,0,0,0,3,0
הנזיר,0,0,5,0,0,0,0,5,0
וסל,0,0,1,0,0,0,0,1,0
נסכו,0,0,1,0,0,0,0,1,0
התגלחו,0,0,1,0,0,0,0,1,0
ידר,0,0,3,0,0,0,0,3,0
נדרו,0,0,1,0,0,0,0,1,0
תברכו,0,0,1,0,0,0,0,1,0
אמור,0,0,1,0,0,0,0,1,0
וישמרך,0,0,1,0,0,0,0,1,0
יאר,0,0,1,0,0,0,0,1,0
ויחנך,0,0,1,0,0,0,0,1,0
אברכם,0,0,1,0,0,0,0,1,0
כלות,0,0,1,0,0,0,0,1,0
להקים,0,0,1,0,0,0,0,1,1
וימשחם,0,0,1,0,0,0,0,1,0
ויקריבו,0,0,5,0,0,0,0,5,0
המטת,0,0,3,0,0,0,0,3,0
קרבנם,0,0,4,1,0,0,0,5,0
עגלת,0,0,1,0,0,0,0,1,1
צב,0,0,1,0,0,0,0,1,0
העגלת,0,0,3,0,0,0,0,3,0
ארבעת,0,0,1,0,0,0,0,1,0
בכתף,0,0,1,0,0,0,0,1,0
חנכת,0,0,3,0,0,0,0,3,0
הנשיאם,0,0,2,0,0,0,0,2,0
לחנכת,0,0,1,0,0,0,0,1,0
וקרבנו,0,0,1,0,0,0,0,1,0
קערת,0,0,13,0,0,0,0,13,0
משקלה,0,0,12,0,0,0,0,12,0
מזרק,0,0,12,0,0,0,0,12,0
עתודים,0,0,2,0,0,0,0,2,0
עתדים,0,0,11,0,0,0,0,11,0
החמישי,0,0,1,2,0,0,0,3,0
פדה,0,0,5,0,0,0,0,5,0
צור,0,0,5,0,0,0,0,5,4
התשיעי,0,0,1,0,0,0,0,1,0
מזרקי,0,0,1,0,0,0,0,1,0
כפות,0,0,2,0,0,0,0,2,0
הקערה,0,0,1,0,0,0,0,1,0
המזרק,0,0,1,0,0,0,0,1,0
הכף,0,0,1,0,0,0,0,1,0
הכפות,0,0,1,0,0,0,0,1,0
ושעירי,0,0,1,0,0,0,0,1,0
וארבעה,0,0,1,0,0,0,0,1,0
הקול,0,0,1,0,0,0,0,1,1
בהעלתך,0,0,1,0,0,0,0,1,0
יאירו,0,0,1,0,0,0,0,1,0
וטהרת,0,0,2,0,0,0,0,2,0
לטהרם,0,0,2,0,0,0,0,2,0
והעבירו,0,0,1,0,0,0,0,1,0
בגדיהם,0,0,4,0,0,0,0,4,0
והקהלת,0,0,1,0,0,0,0,1,0
יסמכו,0,0,1,0,0,0,0,1,0
הפרים,0,0,1,0,0,0,0,1,0
והבדלת,0,0,1,0,0,0,0,1,0
נתנים,0,0,4,0,0,0,0,4,1
פטרת,0,0,1,0,0,0,0,1,0
ולכפר,0,0,1,0,0,0,0,1,0
בגשת,0,0,1,0,0,0,0,1,0
ויתחטאו,0,0,1,0,0,0,0,1,0
ויכפר,0,0,3,0,0,0,0,3,0
בעבדת,0,0,1,0,0,0,0,1,0
ומבן,0,0,1,0,0,0,0,1,0
מצבא,0,0,2,0,0,0,0,2,0
ושרת,0,0,1,0,0,0,0,1,1
במשמרתם,0,0,1,0,0,0,0,1,0
במועדו,0,0,2,1,0,0,0,3,0
חקתיו,0,0,1,0,0,0,0,1,2
וככל,0,0,1,0,0,0,0,1,0
משפטיו,0,0,1,0,0,0,0,1,0
ההמה,0,0,1,0,0,0,0,1,0
במעדו,0,0,2,0,0,0,0,2,0
עמדו,0,0,2,0,0,0,0,2,0
ואשמעה,0,0,1,0,0,0,0,1,0
רחקה,0,0,1,0,0,0,0,1,1
ומררים,0,0,1,0,0,0,0,1,0
ישאירו,0,0,1,0,0,0,0,1,0
ישברו,0,0,1,0,0,0,0,1,0
ובדרך,0,0,1,0,0,0,0,1,0
וחדל,0,0,1,0,0,0,0,1,0
כחקת,0,0,1,0,0,0,0,1,0
וכמשפטו,0,0,1,0,0,0,0,1,0
חקה,0,0,1,1,0,0,0,2,0
ולאזרח,0,0,1,0,0,0,0,1,0
הקים,0,0,1,1,0,0,0,2,3
ונסעו,0,0,4,2,0,0,0,6,0
לשכן,0,0,1,1,0,0,0,2,6
חצוצרת,0,0,1,0,0,0,0,1,0
למקרא,0,0,1,0,0,0,0,1,0
ולמסע,0,0,1,0,0,0,0,1,0
המחנות,0,0,3,0,0,0,0,3,0
ותקעו,0,0,1,0,0,0,0,1,0
ונועדו,0,0,2,0,0,0,0,2,0
יתקעו,0,0,3,0,0,0,0,3,0
הנשיאים,0,0,1,0,0,0,0,1,0
ותקעתם,0,0,3,0,0,0,0,3,0
החנים,0,0,2,0,0,0,0,2,0
ובהקהיל,0,0,1,0,0,0,0,1,0
תתקעו,0,0,1,0,0,0,0,1,0
תריעו,0,0,1,0,0,0,0,1,0
בחצצרות,0,0,2,0,0,0,0,2,0
הצר,0,0,1,0,0,0,0,1,0
הצרר,0,0,1,0,0,0,0,1,0
והרעתם,0,0,1,0,0,0,0,1,0
ונזכרתם,0,0,1,0,0,0,0,1,0
ונושעתם,0,0,1,0,0,0,0,1,0
מאיביכם,0,0,1,0,0,0,0,1,0
שמחתכם,0,0,1,0,0,0,0,1,0
ובמועדיכם,0,0,1,0,0,0,0,1,0
ובראשי,0,0,1,1,0,0,0,2,0
חדשיכם,0,0,1,1,0,0,0,2,0
בחצצרת,0,0,1,0,0,0,0,1,0
עלתיכם,0,0,1,0,0,0,0,1,1
נעלה,4,0,1,0,0,0,0,5,2
והורד,0,0,1,0,0,0,0,1,0
נשאי,0,0,2,0,0,0,0,2,1
הקהתים,0,0,1,0,0,0,0,1,0
והקימו,0,0,1,0,0,0,0,1,0
גדעוני,0,0,1,0,0,0,0,1,0
מאסף,0,0,1,0,0,0,0,1,0
לתור,2,0,5,0,0,0,0,7,1
מאסתם,0,1,1,0,0,0,0,2,0
והמה,0,1,1,0,0,0,0,2,0
ומדוע,0,1,1,0,0,0,0,2,0
תאסף,0,1,1,0,0,0,0,2,1
ויתרו,0,0,2,0,0,0,0,2,0
שפט,0,0,1,0,0,0,0,1,0
חורי,0,0,1,0,0,0,0,1,0
יפנה,0,0,7,0,0,0,0,7,2
הושע,0,0,1,0,0,0,0,1,0
פלטי,0,0,1,0,0,0,0,1,0
רפוא,0,0,1,0,0,0,0,1,0
גדיאל,0,0,1,0,0,0,0,1,0
סודי,0,0,1,0,0,0,0,1,0
סוסי,0,0,1,0,0,0,0,1,0
עמיאל,0,0,1,0,0,0,0,1,0
גמלי,0,0,1,0,0,0,0,1,0
סתור,0,0,1,0,0,0,0,1,0
מיכאל,0,0,1,0,0,0,0,1,0
נחבי,0,0,1,0,0,0,0,1,0
ופסי,0,0,1,0,0,0,0,1,0
גאואל,0,0,1,0,0,0,0,1,0
מכי,0,0,1,0,0,0,0,1,0
להושע,0,0,1,0,0,0,0,1,0
בנגב,1,0,1,1,0,0,0,3,0
צן,0,0,4,1,0,0,0,6,1
אחימן,0,0,1,0,0,0,0,1,0
ותלמי,0,0,1,0,0,0,0,1,0
הענק,1,0,1,0,0,0,0,2,0
נבנתה,0,0,1,0,0,0,0,1,0
צען,0,0,1,0,0,0,0,1,0
אשכול,1,0,1,0,0,0,0,2,0
מתור,0,0,1,0,0,0,0,1,0
וישיבו,0,0,1,0,0,0,0,1,0
ויראום,0,0,1,0,0,0,0,1,0
והערים,1,0,2,0,0,0,0,3,0
דבת,0,0,2,0,0,0,0,2,0
תרו,0,0,1,0,0,0,0,1,0
עברנו,0,0,2,0,0,0,0,2,2
יושביה,0,0,1,0,0,0,0,1,0
מדות,0,0,1,0,0,0,0,1,0
בעיניהם,1,0,1,0,0,0,0,2,0
מתנו,0,0,2,0,0,0,0,2,0
לנפל,0,0,1,0,0,0,0,1,0
נשינו,0,0,2,0,0,0,0,2,0
וטפנו,0,0,1,0,0,0,0,1,0
לבז,0,0,2,0,0,0,0,2,1
וכלב,0,0,2,0,0,0,0,2,0
קרעו,0,0,1,0,0,0,0,1,0
תמרדו,0,0,1,0,0,0,0,1,0
לחמנו,0,0,1,0,0,0,0,1,0
צלם,0,0,1,0,0,0,0,1,0
תיראם,0,0,1,0,0,0,0,1,0
לרגום,0,0,1,0,0,0,0,1,0
באבנים,0,0,3,0,0,0,0,3,5
מלינים,0,0,2,0,0,0,0,2,0
תלנות,0,0,2,0,0,0,0,2,0
פקדיכם,0,0,1,0,0,0,0,1,0
מספרכם,0,0,1,0,0,0,0,1,0
הלינתם,0,0,1,0,0,0,0,1,0
וטפכם,0,0,1,0,0,0,0,1,2
והביאתי,0,0,1,0,0,0,0,1,0
ופגריכם,0,0,1,0,0,0,0,1,0
זנותיכם,0,0,1,0,0,0,0,1,0
תרתם,0,0,1,0,0,0,0,1,0
לשנה,0,0,2,0,0,0,0,2,0
תשאו,0,0,4,0,0,0,0,4,0
עונתיכם,0,0,1,0,0,0,0,1,0
תנואתי,0,0,1,0,0,0,0,1,0
הנועדים,0,0,2,0,0,0,0,2,0
יתמו,0,0,1,0,0,0,0,1,0
דבה,0,0,1,0,0,0,0,1,0
מוצאי,0,0,1,0,0,0,0,1,0
במגפה,0,0,3,0,0,0,0,3,0
חיו,0,0,1,0,0,0,0,1,0
תרימו,0,0,2,3,0,0,0,5,0
מקשש,0,0,2,0,0,0,0,2,0
המצאים,0,0,1,0,0,0,0,1,0
פרש,0,0,1,0,0,0,0,1,0
ויציאו,0,0,1,0,0,0,0,1,0
ציצת,0,0,2,0,0,0,0,2,0
הכנף,0,0,1,0,0,0,0,1,0
לציצת,0,0,1,0,0,0,0,1,0
וזכרתם,0,0,1,0,0,0,0,1,0
תתרו,0,0,1,0,0,0,0,1,0
לבבכם,0,0,1,0,0,0,0,1,7
תזכרו,0,0,1,0,0,0,0,1,0
ואבירם,1,0,1,2,0,0,0,7,0
ויקהלו,0,0,3,0,0,0,0,3,0
ובתוכם,0,0,1,0,0,0,0,1,0
תתנשאו,0,0,1,0,0,0,0,1,0
עדתו,0,0,2,0,0,0,0,2,0
הקדוש,0,0,2,0,0,0,0,2,0
יבחר,0,0,2,0,0,0,0,2,23
מחתות,0,0,3,0,0,0,0,3,0
ושימו,0,0,1,0,0,0,0,1,0
הבדיל,0,0,2,0,0,0,0,2,1
ולעמד,0,0,1,0,0,0,0,1,0
לשרתם,0,0,1,0,0,0,0,1,0
ובקשתם,0,0,1,0,0,0,0,1,1
עדתך,0,0,2,0,0,0,0,2,0
הנעדים,0,0,1,0,0,0,0,1,0
נחלת,1,0,5,0,0,0,0,6,0
תפן,0,0,1,0,0,0,0,1,1
מנחתם,0,0,2,2,0,0,0,4,0
הרעתי,0,0,1,0,0,0,0,1,0
מחתת,0,0,1,0,0,0,0,1,0
הבדלו,0,0,1,0,0,0,0,1,0
כרגע,0,0,2,0,0,0,0,2,0
הרוחת,0,0,2,0,0,0,0,2,0
תקצף,0,0,1,0,0,0,0,1,0
העלו,0,0,1,0,0,0,0,1,0
מסביב,0,0,1,0,0,0,0,2,2
דתן,1,0,1,1,0,0,0,4,0
אהלי,0,0,1,0,0,0,0,1,0
תספו,0,0,1,0,0,0,0,1,1
יצאה,1,0,1,0,0,0,0,2,0
מקריבי,0,0,1,0,0,0,0,1,0
קדשו,0,0,1,0,0,0,0,1,0
החטאים,0,0,1,0,0,0,0,1,0
בנפשתם,0,0,1,0,0,0,0,1,0
רקעי,0,0,1,0,0,0,0,1,0
פחים,0,0,1,0,0,0,0,1,0
צפוי,0,0,2,0,0,0,0,2,0
הקריבם,0,0,1,0,0,0,0,1,0
ויקדשו,0,0,1,0,0,0,0,1,0
השרפים,0,1,1,0,0,0,0,2,0
וירקעום,0,0,1,0,0,0,0,1,0
כקרח,0,0,1,0,0,0,0,1,0
וכעדתו,0,0,1,0,0,0,0,1,0
המתם,0,0,1,0,0,0,0,1,0
בהקהל,0,0,1,0,0,0,0,1,0
כסהו,0,0,1,0,0,0,0,1,0
הרמו,0,0,1,0,0,0,0,1,0
והולך,0,0,1,0,0,0,0,1,0
מהרה,0,0,1,0,0,0,0,1,1
הקצף,0,0,1,0,0,0,0,1,0
הנגף,0,0,2,0,0,0,0,2,0
המתים,0,0,4,0,0,0,0,4,1
ותעצר,0,0,2,0,0,0,0,2,0
המגפה,0,0,5,0,0,0,0,5,0
והמגפה,0,0,1,0,0,0,0,1,0
נעצרה,0,0,1,0,0,0,0,1,0
נשיאהם,0,0,1,0,0,0,0,1,0
תכתב,0,0,2,0,0,0,0,2,0
והנחתם,0,0,1,0,0,0,0,1,0
אבחר,0,0,1,0,0,0,0,1,0
יפרח,0,0,1,0,0,0,0,1,0
והשכתי,0,0,1,0,0,0,0,1,0
נשיאיהם,0,0,1,0,0,0,0,1,0
לנשיא,0,0,2,0,0,0,0,2,0
מטותם,0,0,1,0,0,0,0,1,0
ויצץ,0,0,1,0,0,0,0,1,0
שקדים,0,0,1,0,0,0,0,1,0
מרי,0,0,1,0,0,0,0,1,0
תלונתם,0,0,1,0,0,0,0,1,0
גוענו,0,0,2,0,0,0,0,2,0
אבדנו,0,0,1,0,0,0,0,1,0
אבדנ,0,0,1,0,0,0,0,1,0
האם,0,0,1,0,0,0,0,1,2
תמנו,0,0,1,0,0,0,0,1,0
לגוע,0,0,1,0,0,0,0,1,0
כהנתכם,0,0,3,0,0,0,0,3,0
וילוו,0,0,1,0,0,0,0,1,0
וישרתוך,0,0,1,0,0,0,0,1,0
משמרתך,0,0,1,0,0,0,0,1,0
ונלוו,0,0,1,0,0,0,0,1,0
מתנה,0,0,2,1,0,0,0,3,0
ולמבית,0,0,1,0,0,0,0,1,0
נתתים,0,0,3,0,0,0,0,3,0
אשמם,0,0,1,0,0,0,0,1,0
ישיבו,0,0,1,0,0,0,0,1,0
תאכלנו,0,0,1,0,0,0,0,1,8
מתנם,0,0,1,0,0,0,0,1,0
ולבנתיך,0,0,2,0,0,0,0,2,0
תירוש,0,0,1,0,0,0,0,1,1
ראשיתם,0,0,1,0,0,0,0,1,0
בארצם,0,0,2,0,0,0,0,2,1
ופדויו,0,0,1,0,0,0,0,1,0
תזרק,0,0,1,0,0,0,0,1,0
חלבם,0,0,1,0,0,0,0,1,0
תקטיר,0,0,1,0,0,0,0,1,0
ובשרם,0,0,1,0,0,0,0,1,0
כחזה,0,0,1,0,0,0,0,1,0
וכשוק,0,0,1,0,0,0,0,1,0
תנחל,0,0,1,0,0,0,0,1,1
חלקך,0,0,1,0,0,0,0,1,0
ונחלתך,0,0,1,0,0,0,0,1,2
לנחלה,0,0,2,0,0,0,0,2,1
חלף,0,0,2,0,0,0,0,2,0
ינחלו,0,0,5,0,0,0,0,5,0
נחלה,0,0,8,0,0,0,0,8,10
המעשר,0,0,2,0,0,0,0,2,1
בנחלתכם,0,0,1,0,0,0,0,1,0
והרמתם,0,0,1,0,0,0,0,1,0
ונחשב,0,0,2,0,0,0,0,2,0
תרומתכם,0,0,1,0,0,0,0,1,0
כדגן,0,0,1,0,0,0,0,1,0
הגרן,0,0,1,0,0,0,0,1,0
וכמלאה,0,0,1,0,0,0,0,1,0
היקב,0,0,1,0,0,0,0,1,0
מעשרתיכם,0,0,1,0,0,0,0,1,2
מתנתיכם,0,0,1,0,0,0,0,1,0
בהרימכם,0,0,2,0,0,0,0,2,0
כתבואת,0,0,1,0,0,0,0,1,0
וכתבואת,0,0,1,0,0,0,0,1,0
יקב,0,0,1,0,0,0,0,1,0
וביתכם,0,0,1,0,0,0,0,1,0
עבדתכם,0,0,1,0,0,0,0,1,0
הפרה,0,0,4,0,0,0,0,4,0
לעיניו,0,0,1,0,0,0,0,1,0
ערה,0,0,1,0,0,0,0,1,0
בשרה,0,0,1,0,0,0,0,1,0
פרשה,0,0,1,0,0,0,0,1,0
ואזוב,0,0,1,0,0,0,0,1,0
שרפת,0,0,2,0,0,0,0,2,0
ואסף,0,0,1,0,0,0,0,1,0
אפר,0,0,2,0,0,0,0,2,0
והניח,0,0,1,0,0,0,0,1,1
במת,0,0,4,0,0,0,0,4,0
יתחטא,0,0,5,0,0,0,0,5,0
פתוח,0,0,1,0,0,0,0,1,0
צמיד,0,0,1,0,0,0,0,1,0
בחלל,0,0,3,0,0,0,0,3,0
בקבר,0,0,2,0,0,0,0,2,0
מעפר,0,0,1,0,0,0,0,1,0
וחטאו,0,0,1,0,0,0,0,1,0
הנדה,0,0,2,0,0,0,0,2,0
במי,0,0,2,0,0,0,0,2,1
הנגעת,0,0,1,0,0,0,0,1,0
בגוע,0,0,1,0,0,0,0,1,0
הבאתם,0,0,1,0,0,0,0,1,0
ובעירנו,0,0,1,0,0,0,0,1,0
ותאנה,0,0,1,0,0,0,0,1,1
וגפן,0,0,1,0,0,0,0,1,1
והקהל,0,0,1,0,0,0,0,1,0
ודברתם,0,0,1,0,0,0,0,1,0
הסלע,0,0,5,0,0,0,0,5,0
מימיו,0,0,1,0,0,0,0,1,0
והוצאת,0,0,1,0,0,0,0,1,1
והשקית,0,0,1,0,0,0,0,1,1
בעירם,0,0,1,0,0,0,0,1,0
נוציא,0,0,1,0,0,0,0,1,0
